id x y z
93653 1278.2 949.358 1751.47
93654 1278.34 949.409 1751.33
93677 1278.67 949.544 1750.86
93690 1277.43 949.417 1751.88
93691 1277.27 949.537 1751.92
93692 1276.92 949.387 1752.06
93693 1276.74 949.307 1752.11
93719 1278.06 949.302 1751.6
93739 1278.5 949.104 1751.38
93772 1279.31 949.008 1750.43
93773 1279.38 949.016 1750.24
93774 1276.76 949.501 1752.08
93775 1279.25 949.157 1750.3
93782 1278.19 949.538 1751.38
93783 1276.58 949.427 1752.12
93792 1278.32 949.576 1751.23
93793 1278.47 949.453 1751.18
93893 1278.2 949.703 1751.26
93895 1276.56 949.225 1752.14
93918 1278.44 949.622 1751.07
93919 1279.29 949.172 1750.12
93920 1279.17 949.314 1750.18
93921 1279.42 949.029 1750.03
93929 1276.94 949.569 1752.02
93941 1277.43 949.615 1751.82
93942 1277.59 949.489 1751.79
93943 1277.27 949.725 1751.86
93946 1277.09 949.833 1751.91
93947 1277.59 949.677 1751.72
93948 1277.75 949.553 1751.68
93949 1277.75 949.72 1751.6
93950 1277.9 949.604 1751.56
93953 1278.87 949.711 1750.18
93960 1276.6 949.641 1752.1
93961 1276.42 949.523 1752.14
93971 1278.58 949.861 1750.62
93981 1278.48 949.853 1750.79
93984 1278.22 949.855 1751.13
93985 1278.62 949.708 1750.74
94017 1277.1 949.462 1751.99
94062 1278.06 949.116 1751.67
94102 1277.59 949.295 1751.85
94103 1277.75 949.363 1751.75
94104 1277.9 949.426 1751.64
94144 1277.9 949.24 1751.71
94183 1279.05 949.282 1750.55
94189 1276.39 949.112 1752.16
94197 1276.13 949.403 1752.17
94198 1276.21 949.626 1752.16
94200 1275.87 949.708 1752.19
94241 1276.72 949.119 1752.12
94246 1278.77 949.027 1751.18
94265 1278.05 949.484 1751.51
94305 1279.39 949.12 1749.85
94309 1277.9 949.05 1751.78
94310 1276.7 949.836 1752.04
94331 1278.48 949.283 1751.28
94339 1279.15 949.434 1749.86
94340 1279.08 949.48 1750.05
94341 1278.91 949.749 1749.88
94371 1278.04 949.682 1751.42
94389 1278.72 949.369 1750.97
94401 1276.32 949.836 1752.13
94432 1278.93 949.574 1750.31
94434 1278.63 949.156 1751.23
94438 1279.12 949.298 1750.37
94443 1279.18 949.145 1750.49
94507 1279.06 949.438 1750.25
94517 1278.61 949.329 1751.13
94522 1278.57 949.504 1751.02
94530 1278.52 949.696 1750.91
94531 1275.74 949.855 1752.19
94536 1277.11 949.644 1751.95
94539 1276.41 949.339 1752.15
94551 1277.62 949.852 1751.63
94563 1278.96 949.652 1750.04
94564 1278.08 949.851 1751.27
94580 1276.81 949.683 1752.04
94586 1279.21 949.319 1750.01
94610 1277.77 949.878 1751.51
94615 1278.81 949.88 1749.87
94616 1275.94 949.856 1752.18
94619 1278.31 949.72 1751.14
94630 1276.41 949.698 1752.13
94633 1277.26 949.883 1751.82
94635 1276.29 949.436 1752.16
94638 1276.57 949.066 1752.14
94643 1277.87 949.755 1751.51
94647 1278.99 949.562 1750.17
94651 1276.03 949.708 1752.18
94665 1276.98 949.718 1751.98
94674 1279.32 949.184 1749.97
94693 1279.31 949.312 1748.5
94695 1279.17 949.431 1749.54
94701 1278.9 949.822 1748.96
94709 1279.08 949.618 1748.43
94712 1278.89 949.805 1749.5
94717 1278.88 949.874 1748.52
94718 1278.89 949.825 1749.26
94719 1279.04 949.628 1749.14
94720 1279.05 949.643 1748.81
94721 1279.18 949.465 1748.97
94723 1279 949.665 1749.38
94724 1279.19 949.427 1749.19
94725 1279.31 949.278 1749.09
94726 1279.32 949.278 1748.84
94727 1279.45 949.103 1748.97
94728 1279.44 949.126 1748.73
94729 1279.28 949.309 1749.36
94738 1279.45 949.089 1749.26
94739 1278.9 949.847 1748.71
94740 1279.23 949.405 1748.7
94756 1279.2 949.464 1748.46
94767 1279.38 949.156 1749.5
94776 1279.42 949.162 1748.53
94782 1279 949.717 1748.58
94785 1279.28 949.295 1749.54
94791 1279.04 949.605 1749.55
94796 1279.34 949.265 1748.67
94797 1278.93 949.816 1748.39
94802 1279.12 949.566 1748.59
94805 1279.12 949.509 1749.37
94807 1272.82 950 1747.68
94808 1278.56 950 1748.04
94809 1278.71 950 1747.13
94810 1278.48 950 1747.69
94811 1272.64 950 1747.4
94812 1278.51 950 1747.33
94813 1278.67 950 1747.47
94814 1278.24 950 1747.05
94815 1278.45 950 1747.04
94816 1278.04 950 1747.02
94817 1272.65 950 1747.16
94818 1277.8 950 1747.02
94819 1272.62 950 1747.62
94820 1278.69 950 1747.29
94821 1278.67 950 1747.68
94822 1278.49 950 1747.51
94823 1277.53 950 1747.01
94824 1278.67 950 1747.88
94825 1272.81 950 1747.49
94826 1278.45 950 1747.9
94827 1273.93 950 1746.99
94828 1272.7 950 1747.8
94829 1277.24 950 1747.01
94830 1273.12 950 1747.03
94831 1275.57 950 1747
94832 1275.87 950 1747
94833 1273.64 950 1746.99
94834 1274.22 950 1746.99
94835 1272.82 950 1747.27
94836 1272.88 950 1747.02
94837 1275.28 950 1747
94838 1273.35 950 1746.99
94839 1274.51 950 1747
94840 1276.16 950 1747.01
94841 1276.94 950 1747.01
94842 1274.98 950 1747
94843 1274.75 950 1747.03
94844 1272.66 950 1746.96
94845 1276.46 950 1747.01
94846 1276.7 950 1747.04
94847 1278.61 950 1747
94848 1278.7 950 1748.05
94849 1278.42 950 1748.04
94850 1278.55 950 1747.17
94851 1272.86 950 1747.83
94852 1272.56 950 1747.79
94928 1278.72 949.842 1748.2
94935 1272.87 949.843 1747.95
94982 1273.01 949.682 1747.99
94987 1279.08 949.235 1748.33
94990 1273.24 949.371 1748.05
94991 1278.84 949.542 1748.26
94994 1273.38 949.096 1748.11
95084 1279.19 949.068 1748.36
95090 1278.96 949.383 1748.29
95093 1273.13 949.528 1748.02
95199 1278.73 949.682 1748.23
95212 1278.56 949.86 1748.19
95214 1272.72 949.841 1747.94
95242 1273.35 949.252 1748.08
95248 1273.53 949.054 1748.12
95255 1272.84 949.683 1747.98
95272 1273.21 949.22 1748.08
95274 1273.08 949.37 1748.05
95284 1272.96 949.526 1748.01
95286 1278.88 949.691 1748.23
95297 1279.01 949.539 1748.27
95302 1279.13 949.38 1748.3
95304 1279.25 949.222 1748.34
95306 1279.37 949.064 1748.37
95519 1279.02 949.102 1747.35
95522 1278.73 949.44 1748.1
95642 1278.99 949.099 1748.18
95643 1278.43 949.863 1747.69
95646 1278.78 949.426 1747.37
95655 1278.49 949.756 1748.02
95656 1278.53 949.749 1747.38
97327 1279.05 949.033 1747.91
97328 1278.99 949.118 1747.74
97329 1278.93 949.194 1747.91
97330 1278.87 949.28 1747.74
97450 1278.94 949.204 1747.57
97746 1278.81 949.367 1747.57
97747 1278.75 949.441 1747.75
97748 1278.69 949.529 1747.57
97749 1278.63 949.589 1747.76
98161 1278.56 949.7 1747.58
98416 1279.07 949.033 1747.55
98591 1278.65 949.587 1747.37
98612 1278.9 949.265 1747.36
98893 1278.62 949.594 1748.07
98907 1278.87 949.252 1748.11
99087 1278.81 949.353 1747.92
99162 1278.44 949.861 1747.5
99163 1278.41 949.874 1747.88
99332 1278.69 949.509 1747.92
99427 1278.51 949.745 1747.79
99652 1278.59 949.64 1747.91
99751 1278.39 949.885 1748.03
99856 1278.42 949.887 1747.35
100074 1278.99 949.107 1748.03
100103 1278.87 949.014 1747.17
100184 1276.95 949.778 1747.2
100195 1276.13 949.759 1747.19
100198 1277.8 949.797 1747.2
100220 1275.3 949.761 1747.18
100229 1278.51 949.49 1747.19
100247 1274.76 949.781 1747.18
100323 1274.17 949.772 1747.18
100326 1274.01 949.137 1747.14
100327 1273.63 949.574 1747.16
100329 1278.26 949.824 1747.21
100330 1278.04 949.804 1747.21
100331 1277.93 949.59 1747.19
100332 1277.68 949.568 1747.19
100333 1277.83 949.334 1747.18
100334 1277.55 949.31 1747.18
100335 1277.71 949.063 1747.16
100336 1277.4 949.046 1747.16
100943 1276.72 949.006 1747.15
100945 1276.52 949.246 1747.17
100968 1275.57 949.201 1747.16
100969 1275.25 949.18 1747.15
100971 1274.94 949.163 1747.15
100978 1275.88 949.221 1747.16
101006 1278.1 949.367 1747.18
101031 1275.71 949.478 1747.17
101045 1277.22 949.275 1747.17
101164 1274.63 949.154 1747.15
101182 1275.08 949.448 1747.17
101583 1276.86 949.279 1747.17
101584 1276.68 949.541 1747.18
101600 1276.44 949.78 1747.19
101605 1276.33 949.496 1747.18
101686 1277.05 949.02 1747.16
101728 1275.39 949.454 1747.17
101816 1275.58 949.761 1747.19
101840 1274.77 949.394 1747.16
101841 1274.47 949.373 1747.16
101875 1274.3 949.167 1747.15
101898 1273.82 949.371 1747.15
101899 1274.12 949.424 1747.16
101923 1277.54 949.781 1747.2
101928 1278 949.119 1747.17
101929 1278.26 949.146 1747.17
101935 1273.93 949.611 1747.17
101962 1277.25 949.768 1747.2
102012 1278.63 949.057 1747.17
102023 1275.85 949.759 1747.19
102024 1275.02 949.762 1747.18
102025 1274.48 949.774 1747.18
102075 1278.64 949.323 1747.18
102150 1278.39 949.651 1747.2
102151 1278.17 949.602 1747.2
102196 1276.01 949.489 1747.17
102249 1276.21 949.225 1747.16
102351 1273.42 949.801 1747.17
102383 1278.32 949.386 1747.19
102404 1277.41 949.547 1747.19
102424 1278.78 949.182 1747.18
102455 1277.08 949.498 1747.18
102468 1278.48 949.2 1747.18
102482 1276.68 949.812 1747.2
102616 1273.68 949.833 1747.18
102690 1274.32 949.563 1747.17
102706 1274.62 949.583 1747.17
102796 1273.93 949.849 1747.18
102845 1274.89 949.602 1747.17
102983 1273.63 949.148 1747.93
102997 1273.39 949.453 1747.87
103031 1273.14 949.769 1747.82
103036 1273.11 949.832 1747.49
103038 1273.64 949.174 1747.41
103044 1273.24 949.676 1747.4
103152 1273.74 949.034 1747.64
103153 1273.61 949.196 1747.68
103154 1273.48 949.372 1747.47
103638 1273.51 949.299 1747.9
103652 1273.28 949.601 1747.84
103653 1273.36 949.513 1747.66
103661 1273.05 949.885 1747.68
103701 1273.2 949.707 1747.65
103777 1273.1 949.849 1747.33
103784 1273.02 949.913 1747.85
103819 1273.73 949.033 1747.81
103843 1273.47 949.361 1747.72
103896 1273.36 949.521 1747.36
105909 1250 947.727 1760.92
105910 1250 941.226 1759.26
105911 1250 935.396 1760.64
105912 1250 931.64 1765.03
105913 1250 925.239 1763.02
105914 1250 920.21 1767.18
105915 1250 913.772 1765.2
105916 1250 908.693 1769.33
105917 1250 902.26 1767.35
105918 1250 938.923 1764.27
105919 1250 897.174 1771.46
105920 1250 890.749 1769.5
105921 1250 885.654 1773.62
105922 1250 879.252 1771.75
105923 1250 874.186 1775.98
105924 1250 867.737 1774.19
105925 1250 862.607 1778.48
105926 1250 855.862 1777.04
105927 1250 852.831 1779.52
105928 1250 945.337 1763
105929 1250 946.318 1758.44
105930 1250 928.839 1762.27
105931 1250 935.344 1764.04
105932 1250 942.094 1763.77
105933 1250 932.432 1761.54
105934 1250 938.351 1759.76
105935 1250 943.857 1758.71
105936 1250 928.016 1765.81
105937 1250 917.602 1764.45
105938 1250 906.09 1766.61
105939 1250 894.578 1768.76
105940 1250 916.393 1767.92
105941 1250 904.874 1770.06
105942 1250 893.356 1772.2
105943 1250 883.064 1770.95
105944 1250 924.037 1766.44
105945 1250 881.83 1774.4
105946 1250 921.433 1763.74
105947 1250 871.6 1773.31
105948 1250 875.429 1772.53
105949 1250 878.015 1775.21
105950 1250 870.285 1776.79
105951 1250 943.082 1761.18
105952 1250 866.496 1777.6
105953 1250 912.635 1768.74
105954 1250 909.869 1765.82
105955 1250 863.89 1775.07
105956 1250 859.823 1776.06
105957 1250 901.114 1770.89
105958 1250 898.359 1767.97
105959 1250 858.865 1779.37
105960 1250 886.831 1770.1
105961 1250 889.528 1772.94
105962 1250 945.264 1760.45
105963 1250 940.173 1761.72
105964 1250 852.381 1776.6
105965 1250 948.006 1763.32
105966 1250 855.802 1780.33
105967 1250 948.299 1758.47
105968 1250 937.462 1762.08
105969 1298.78 850 1780.41
105970 1292.11 850 1780.1
105971 1285.34 850 1779.87
105972 1305.17 850 1780.78
105973 1278.14 850 1779.55
105974 1347.41 850 1784.46
105975 1252.58 850 1779.68
105976 1271.33 850 1782.12
105977 1312.52 850 1781.11
105978 1340.98 850 1785.68
105979 1263.5 850 1781.66
105980 1333.25 850 1785.37
105981 1325.53 850 1785.01
105982 1317.8 850 1784.65
105983 1259.69 850 1778.99
105984 1302.06 850 1783.66
105985 1267.44 850 1779.38
105986 1294.1 850 1783.48
105987 1335.84 850 1782.21
105988 1283.08 850 1782.98
105989 1328.08 850 1781.85
105990 1310.05 850 1784.24
105991 1320.31 850 1781.5
105992 1275.58 850 1782.52
105993 1290.41 850 1783.28
105994 1288.73 850 1780.11
105995 1295.43 850 1780.26
105996 1255.89 850 1781.56
105997 1286.77 850 1783.14
105998 1344.16 850 1782.68
105999 1298.19 850 1783.87
106000 1281.67 850 1779.84
106001 1302.05 850 1780.03
106002 1306.19 850 1784.04
106003 1308.72 850 1781.01
106004 1279.25 850 1782.85
106005 1314 850 1784.33
106006 1274.45 850 1779.32
106007 1344.86 850 1786.36
106008 1316.39 850 1781.36
106009 1321.74 850 1784.69
106010 1324.16 850 1781.72
106011 1255.29 850 1777.91
106012 1329.48 850 1785.05
106013 1331.93 850 1782.07
106014 1271.21 850 1778.65
106015 1337.21 850 1785.39
106016 1339.95 850 1782.25
106017 1267.38 850 1782.73
106018 1259.66 850 1782.37
106019 1263.58 850 1778.32
106020 1252.34 850 1782.39
106021 1347.66 850 1781.75
106022 1347.69 850 1786.99
106023 1252.35 850 1777.18
106024 1274.44 950 1756.92
106025 1272.51 950 1756.94
106026 1270.33 950 1756.79
106027 1276.33 950 1757
106028 1278.4 950 1757.14
106029 1280.64 950 1757.34
106030 1267.89 950 1756.79
106031 1283.25 950 1757.59
106032 1264.82 950 1756.82
106033 1286.32 950 1758
106034 1273.83 950 1764.46
106035 1278.88 950 1764.66
106036 1268.79 950 1764.2
106037 1290.28 950 1758.62
106038 1260.71 950 1756.83
106039 1282.26 950 1764.72
106040 1257.68 950 1757.16
106041 1293.25 950 1758.69
106042 1265.24 950 1763.96
106043 1285.9 950 1764.64
106044 1297 950 1759.07
106045 1261.27 950 1763.59
106046 1290.17 950 1764.59
106047 1301.42 950 1759.57
106048 1256.74 950 1763.03
106049 1294.79 950 1764.8
106050 1306.47 950 1760.17
106051 1253.47 950 1757.02
106052 1252.48 950 1760.9
106053 1299.98 950 1764.68
106054 1312.76 950 1760.95
106055 1347.37 950 1763.82
106056 1309.26 950 1764.63
106057 1320.31 950 1761.82
106058 1340.22 950 1764.91
106059 1332.27 950 1764.73
106060 1324.4 950 1764.53
106061 1336.2 950 1762.27
106062 1328.3 950 1762.1
106063 1317.17 950 1764.7
106064 1280.61 950 1764.69
106065 1279.78 950 1763.32
106066 1278.24 950 1763.28
106067 1278.99 950 1762.07
106068 1277.67 950 1761.99
106069 1280.56 950 1761.86
106070 1278.32 950 1760.93
106071 1277.15 950 1760.86
106072 1277.75 950 1759.89
106073 1276.7 950 1759.88
106074 1276.03 950 1760.75
106075 1275.67 950 1759.65
106076 1274.96 950 1760.63
106077 1274.52 950 1759.67
106078 1273.89 950 1760.55
106079 1273.44 950 1759.6
106080 1272.83 950 1760.44
106081 1272.27 950 1759.38
106082 1271.74 950 1760.33
106083 1278.87 950 1759.92
106084 1271.21 950 1759.41
106085 1270.68 950 1760.28
106086 1270.2 950 1759.31
106087 1269.58 950 1760.21
106088 1271.22 950 1761.45
106089 1269.12 950 1759.2
106090 1268.46 950 1760.15
106091 1275.35 950 1761.77
106092 1267.96 950 1759.08
106093 1267.28 950 1760.06
106094 1277.32 950 1759
106095 1275.03 950 1758.78
106096 1266.75 950 1758.95
106097 1266.04 950 1759.98
106098 1273.2 950 1761.36
106099 1267.91 950 1761.35
106100 1273.01 950 1758.66
106101 1276.91 950 1763.04
106102 1270.82 950 1758.47
106103 1265.53 950 1758.86
106104 1264.75 950 1759.9
106105 1264.3 950 1758.75
106106 1263.34 950 1759.82
106107 1263.94 950 1761.16
106108 1266.26 950 1757.81
106109 1262.43 950 1761.07
106110 1261.77 950 1759.67
106111 1260.8 950 1760.9
106112 1260.06 950 1759.43
106113 1268.65 950 1758.23
106114 1259.02 950 1760.75
106115 1274.02 950 1758.76
106116 1273.58 950 1757.96
106117 1274.5 950 1758.02
106118 1275.47 950 1757.97
106119 1275.83 950 1758.72
106120 1272.72 950 1757.79
106121 1272.11 950 1758.42
106122 1271.93 950 1757.54
106123 1273.28 950 1757.27
106124 1262.91 950 1762.42
106125 1278.33 950 1759
106126 1279.37 950 1758.98
106127 1279.92 950 1759.86
106128 1280.43 950 1758.97
106129 1280.98 950 1759.83
106130 1281.42 950 1758.99
106131 1282.03 950 1759.87
106132 1277.77 950 1758.18
106133 1281.53 950 1760.82
106134 1282.73 950 1760.8
106135 1283.13 950 1759.55
106136 1283.98 950 1760.7
106137 1283.42 950 1761.91
106138 1284.78 950 1761.87
106139 1285.37 950 1760.59
106140 1286.2 950 1761.78
106141 1286.85 950 1760.45
106142 1287.71 950 1761.7
106143 1288.39 950 1760.38
106144 1289.29 950 1761.62
106145 1284.13 950 1763.16
106146 1276.98 950 1758.22
106147 1288.61 950 1763.09
106148 1278.68 950 1758.01
106149 1287.55 950 1759.08
106150 1277.32 950 1757.56
106151 1269.81 950 1758.21
106152 1269.18 950 1757.46
106153 1281.35 950 1763.25
106154 1289.97 950 1760.13
106155 1290.95 950 1761.51
106156 1291.77 950 1759.91
106157 1292.78 950 1761.48
106158 1291.83 950 1763.06
106159 1258.21 950 1759.11
106160 1257.03 950 1760.72
106161 1256.24 950 1758.89
106162 1255.06 950 1760.74
106163 1267.54 950 1757.87
106164 1285.94 950 1759.31
106165 1284.99 950 1758.4
106166 1305.96 950 1764.56
106167 1267.06 950 1763.82
106168 1266.02 950 1762.42
106169 1268.08 950 1762.76
106170 1269.61 950 1762.91
106171 1270.39 950 1764.28
106172 1271.14 950 1762.9
106173 1272.03 950 1764.19
106174 1273.08 950 1763.23
106175 1274.64 950 1763.1
106176 1275.44 950 1764.65
106177 1259.03 950 1763.37
106178 1302.86 950 1764.66
106179 1297.28 950 1764.72
106180 1296.02 950 1762.59
106181 1298.71 950 1762.74
106182 1254.16 950 1762.97
106183 1277.1 950 1764.49
106184 1262.2 950 1757.01
106185 1279.87 950 1758.02
106186 1312.9 950 1764.38
106187 1287.96 950 1764.76
106188 1288.72 950 1758.19
106189 1259.56 950 1757.89
106190 1309.54 950 1760.38
106191 1303.83 950 1759.85
106192 1299.1 950 1759.28
106193 1284.02 950 1764.71
106194 1282.33 950 1757.5
106195 1282.75 950 1758.39
106196 1283.8 950 1758.51
106197 1284.54 950 1759.51
106198 1295.11 950 1758.88
106199 1263.57 950 1756.94
106200 1279.88 950 1757.17
106201 1266.94 950 1756.88
106202 1265.89 950 1756.85
106203 1271.05 950 1756.79
106204 1270.66 950 1757.54
106205 1279.52 950 1760.95
106206 1281.46 950 1757.42
106207 1279.11 950 1757.21
106208 1271.76 950 1756.82
106209 1275.61 950 1757.13
106210 1272.25 950 1762.17
106211 1275.05 950 1756.95
106212 1301.41 950 1762.76
106213 1293.8 950 1763
106214 1255.68 950 1757.07
106215 1262.97 950 1758.3
106216 1292.44 950 1764.94
106217 1282.06 950 1761.94
106218 1268.76 950 1756.76
106219 1251.9 950 1758.62
106220 1284.31 950 1757.61
106221 1294.03 950 1760.27
106222 1291.79 950 1758.33
106223 1285.46 950 1763.05
106224 1264.52 950 1762.52
106225 1276.47 950 1761.87
106226 1344.01 950 1762.09
106227 1265.31 950 1761.17
106228 1280.94 950 1758.15
106229 1274.33 950 1761.5
106230 1268.98 950 1761.01
106231 1269.97 950 1761.2
106232 1286.97 950 1763.17
106233 1290.18 950 1762.92
106234 1266.62 950 1761.11
106235 1316.08 950 1761.29
106236 1276.06 950 1757.56
106237 1287.57 950 1757.85
106238 1275.89 950 1762.71
106239 1295.79 950 1760.53
106240 1273.73 950 1756.82
106241 1304.36 950 1762.35
106242 1261.21 950 1758.19
106243 1344.65 950 1765.77
106244 1263.65 950 1764.02
106245 1282.87 950 1763.28
106246 1269.57 950 1756.77
106247 1280.5 950 1760.66
106248 1320.59 950 1765.36
106249 1274.03 950 1757.43
106250 1265.21 950 1757.82
106251 1324.33 950 1761.12
106252 1328.35 950 1765.51
106253 1336.24 950 1765.68
106254 1340.14 950 1761.41
106255 1332.24 950 1761.31
106256 1297.68 950 1760.88
106257 1281.86 950 1758.25
106258 1268.4 950 1757.42
106259 1254.14 950 1758.88
106260 1251.9 950 1763.14
106261 1272.24 950 1761.17
106262 1307.7 950 1762.54
106263 1269.91 950 1757.35
106264 1300.11 950 1761.05
106265 1270.26 950 1762.12
106266 1277.02 950 1757
106267 1273.57 950 1762.28
106268 1271.4 950 1758
106269 1274.91 950 1757.48
106270 1261.5 950 1762.04
106271 1277.69 950 1756.98
106272 1289.08 950 1759.35
106273 1264.17 950 1757.73
106274 1276.66 950 1757.58
106275 1277.97 950 1757.58
106276 1251.68 950 1756.89
106277 1310.9 950 1762.59
106278 1347.63 950 1761.08
106279 1260.07 950 1762.23
106280 1285.27 950 1757.51
106281 1267.16 950 1762.18
106282 1276.51 950 1759.07
106283 1259.35 950 1756.56
106284 1258.07 950 1762.06
106285 1347.62 950 1766.39
106286 1272.13 950 1763.12
106287 1294.71 950 1761.7
106288 1276.25 950 1758.19
106289 1271.48 950 1758.73
106290 1269.05 950 1761.97
106291 1276.03 950 1763.67
106292 1282.25 950 1759.05
106293 1284.88 950 1763.89
106294 1271.36 950 1757.34
106295 1273.13 950 1756.69
106296 1302.51 950 1761.15
106297 1350 928.094 1769.34
106298 1350 933.293 1765.25
106299 1350 939.733 1767.22
106300 1350 944.751 1763.48
106301 1350 889.513 1776.96
106302 1350 920.384 1770.62
106303 1350 897.259 1775.15
106304 1350 904.964 1773.62
106305 1350 912.67 1772.1
106306 1350 883.183 1775.27
106307 1350 878.061 1779.6
106308 1350 871.544 1777.86
106309 1350 866.451 1782.21
106310 1350 860.072 1780.57
106311 1350 855.171 1784.45
106312 1350 924.227 1769.97
106313 1350 916.52 1771.37
106314 1350 893.379 1776.1
106315 1350 908.817 1772.86
106316 1350 901.112 1774.39
106317 1350 935.848 1767.98
106318 1350 886.985 1774.36
106319 1350 870.364 1781.3
106320 1350 879.6 1776.09
106321 1350 858.923 1783.92
106322 1350 885.774 1777.93
106323 1350 890.777 1773.44
106324 1350 894.662 1772.68
106325 1350 898.525 1771.89
106326 1350 902.381 1771.12
106327 1350 906.234 1770.36
106328 1350 910.088 1769.6
106329 1350 913.94 1768.84
106330 1350 917.793 1768.09
106331 1350 921.646 1767.35
106332 1350 881.893 1778.8
106333 1350 937.114 1764.55
106334 1350 925.418 1766.55
106335 1350 929.303 1765.87
106336 1350 932.002 1768.73
106337 1350 940.955 1763.88
106338 1350 943.517 1766.69
106339 1350 875.523 1777.01
106340 1350 946.845 1766.1
106341 1350 867.738 1778.78
106342 1350 874.212 1780.48
106343 1350 863.965 1779.7
106344 1350 856.337 1781.21
106345 1350 862.702 1783.09
106346 1350 852.931 1781.96
106347 1350 852.387 1784.73
106348 1350 947.546 1763.4
106349 1272.81 950 1749.77
106350 1272.84 950 1750.06
106351 1272.87 950 1750.23
106352 1272.97 950 1750.5
106353 1278.26 950 1749.93
106354 1278.22 950 1750.1
106355 1273.06 950 1750.66
106356 1278.16 950 1750.26
106357 1273.24 950 1750.91
106358 1278.04 950 1750.54
106359 1277.94 950 1750.69
106360 1273.36 950 1751.04
106361 1277.74 950 1750.94
106362 1278.29 950 1749.76
106363 1273.49 950 1751.18
106364 1273.72 950 1751.36
106365 1277.61 950 1751.08
106366 1273.86 950 1751.45
106367 1277.35 950 1751.29
106368 1274.19 950 1751.63
106369 1277.07 950 1751.47
106370 1274.5 950 1751.72
106371 1276.75 950 1751.62
106372 1276.42 950 1751.74
106373 1275.02 950 1751.85
106374 1275.34 950 1751.86
106375 1276.07 950 1751.81
106376 1274.7 950 1751.78
106377 1275.72 950 1751.87
106378 1272.65 950 1750.47
106379 1275.83 950 1751.9
106380 1275.2 950 1751.86
106381 1276.54 950 1751.76
106382 1274.36 950 1751.69
106383 1277.19 950 1751.47
106384 1272.75 950 1749.59
106385 1275.56 950 1751.86
106386 1276.19 950 1751.84
106387 1274.88 950 1751.84
106388 1276.88 950 1751.63
106389 1274.05 950 1751.54
106390 1277.47 950 1751.27
106391 1273.6 950 1751.3
106392 1277.87 950 1750.91
106393 1273.16 950 1750.8
106394 1278.15 950 1750.49
106395 1272.93 950 1750.39
106396 1272.71 950 1749.86
106397 1272.69 950 1748.04
106398 1278.55 950 1748.3
106399 1278.43 950 1749.4
106400 1272.75 950 1748.4
106401 1272.56 950 1749.17
106402 1278.58 950 1748.69
106403 1272.54 950 1750.13
106404 1278.54 950 1749.99
106405 1272.79 950 1750.78
106406 1278.41 950 1750.34
106407 1273.05 950 1751.07
106408 1278.56 950 1749.19
106409 1272.64 950 1748.92
106410 1273.29 950 1751.26
106411 1278.15 950 1750.82
106412 1272.51 950 1749.78
106413 1278.58 950 1749.58
106414 1273.62 950 1751.5
106415 1277.75 950 1751.21
106416 1278.48 950 1748.94
106417 1273.91 950 1751.7
106418 1272.7 950 1749.37
106419 1274.25 950 1751.84
106420 1272.71 950 1748.66
106421 1274.61 950 1751.94
106422 1276.29 950 1751.81
106423 1274.96 950 1752.01
106424 1275.15 950 1752.03
106425 1272.55 950 1749.57
106426 1277.46 950 1751.44
106427 1275.52 950 1752.04
106428 1275.94 950 1751.88
106429 1275.32 950 1752.03
106430 1276.97 950 1751.57
106431 1274.78 950 1751.98
106432 1274.41 950 1751.88
106433 1274.08 950 1751.77
106434 1276.64 950 1751.71
106435 1277.91 950 1751.09
106436 1273.75 950 1751.63
106437 1278.03 950 1750.96
106438 1273.45 950 1751.39
106439 1272.98 950 1750.88
106440 1278.26 950 1750.66
106441 1273.13 950 1751.2
106442 1278.33 950 1750.51
106443 1278.56 950 1749.78
106444 1277.55 950 1751.19
106445 1278.49 950 1750.17
106446 1278.44 950 1748.46
106447 1272.57 950 1748.21
106448 1277.28 950 1751.4
106449 1272.72 950 1750.63
106450 1272.59 950 1750.3
106451 1278.64 950 1748.45
106452 1272.51 950 1749.95
106453 1277.62 950 1751.34
106454 1277.15 950 1751.63
106455 1272.79 950 1748.18
106456 1277.92 950 1750.81
106457 1276.82 950 1751.78
106458 1276.09 950 1751.98
106459 1276.46 950 1751.9
106460 1278.17 950 1750.38
106461 1275.72 950 1752.02
106462 1278.61 950 1749.41
106463 1272.8 950 1749.94
106464 1272.74 950 1750.17
106465 1276.99 950 1751.73
106466 1278.39 950 1749.66
106467 1278.38 950 1749.85
106468 1278.34 950 1750.04
106469 1272.79 950 1750.34
106470 1276.64 950 1751.86
106471 1272.56 950 1748.46
106472 1272.74 950 1749.16
106473 1276.28 950 1751.96
106474 1275.91 950 1752.02
106475 1272.92 950 1750.64
106476 1277.32 950 1751.55
106477 1272.83 950 1750.5
106478 1278.29 950 1750.21
106479 1272.66 950 1749.71
106480 1278.41 950 1748.69
106481 1273.22 950 1751.06
106482 1272.52 950 1749.36
106483 1278.38 950 1749.19
106484 1278.41 950 1748.28
106485 1277.76 950 1751.03
106486 1278.68 950 1748.29
106487 1272.55 950 1748.03
106488 1272.68 950 1750.02
106489 1272.83 950 1748.04
106490 1278.08 950 1750.67
106491 1272.53 950 1748.67
106492 1278.81 949.311 1748.49
106494 1278.64 949.476 1749.52
106498 1279.04 949.011 1748.54
106500 1278.39 949.835 1748.94
106508 1278.58 949.623 1748.41
106512 1278.41 949.768 1749.55
106516 1278.38 949.88 1748.49
